TRAINTrainTimesSTDDEVS,C45,TunedC45,RandF,RandF500
blood,0.41296638240902855,0.4696166841158861,4.758363289304421,78.88665792735169
hayes-roth,0.4699773749873497,0.028901038043641292,5.626836857151627,17.44209906212552
bank,23.825826567193847,0.616208652162565,44.73400184889566,1283.786815190402
balance-scale,0.3306341588523484,0.0230262241802689,1.6643945454729179,3.3015522955119154
monks-1,0.2727415443235591,0.2649660072537608,0.7070503942435787,2.2785184118194035
breast-cancer-wisc-diag,3.0321764012009593,0.1553112906391541,11.554511893109115,41.85776120538459
