ACC:TESTACC,RandF500,RandF,TunedC45,C45
AvgTESTACCOverDsets:,0.8536995277962424,0.8365812622888069,0.8267419516929096,0.8260097732260355
AvgTESTACCRankOverDsets:,1.4166666666666667,2.75,2.75,3.0833333333333335
StddevOfTESTACCOverDsets:,0.10784430928985902,0.10780733704244025,0.12567540824500276,0.1253923170957496
AvgOfStddevsOfTESTACCOverDsetFolds:,0.016347970713399284,0.02643016773241846,0.022615394147570606,0.02304285949145354
StddevsOfTESTACCRanksOverDsets:,0.8010409893798611,1.08397416943394,0.689202437604511,1.1583033569262702

BALACC:TESTBALACC,RandF500,C45,TunedC45,RandF
AvgTESTBALACCOverDsets:,0.749477997284972,0.7286196331594974,0.7279268344321554,0.7302804058681104
AvgTESTBALACCRankOverDsets:,1.8333333333333333,2.5833333333333335,2.75,2.8333333333333335
StddevOfTESTBALACCOverDsets:,0.179888150928972,0.18769579574018042,0.18763176483306457,0.1824665801171826
AvgOfStddevsOfTESTBALACCOverDsetFolds:,0.01972178785709363,0.02757220251258319,0.027913637964091204,0.03095635128843163
StddevsOfTESTBALACCRanksOverDsets:,0.9831920802501751,1.3197221929886103,0.689202437604511,1.3291601358251257

AUROC:TESTAUROC,RandF500,RandF,TunedC45,C45
AvgTESTAUROCOverDsets:,0.8845469874630538,0.8451230356215804,0.7818704780787232,0.7723735371600671
AvgTESTAUROCRankOverDsets:,1.0,2.0,3.25,3.75
StddevOfTESTAUROCOverDsets:,0.12082151423306102,0.1449814382386824,0.15264872018506823,0.16238027315364928
AvgOfStddevsOfTESTAUROCOverDsetFolds:,0.011763998229937386,0.022058743383330942,0.02022589866070412,0.024904052951016373
StddevsOfTESTAUROCRanksOverDsets:,0.0,0.0,0.27386127875258304,0.27386127875258304

NLL:TESTNLL,RandF500,TunedC45,RandF,C45
AvgTESTNLLOverDsets:,0.5997907636821017,0.653755664214604,0.6470347815354237,0.7002618997511364
AvgTESTNLLRankOverDsets:,1.6666666666666667,2.5833333333333335,2.6666666666666665,3.0833333333333335
StddevOfTESTNLLOverDsets:,0.38657275024925486,0.4514381491835732,0.4064349911511327,0.47171200826594
AvgOfStddevsOfTESTNLLOverDsetFolds:,0.03430538540464671,0.08712627550479311,0.06804677508101835,0.10172133695708203
StddevsOfTESTNLLRanksOverDsets:,1.0327955589886446,1.0684880283216405,1.0327955589886446,1.0684880283216405

ExtraTimeForEst_BM:  MISSING

BuildAndEstTimes_BM:  MISSING

AvgPredTimes_BM:TESTAvgPredTimes_BM,RandF500,RandF,C45,TunedC45
AvgTESTAvgPredTimes_BMOverDsets:,-0.09902500000000002,-0.004166666666666667,-8.333333333333334E-4,-1.1666666666666668E-4
AvgTESTAvgPredTimes_BMRankOverDsets:,1.0,2.0,3.0,4.0
StddevOfTESTAvgPredTimes_BMOverDsets:,0.049019116169102844,0.003982294146175879,0.001017185659880568,4.0824829046386304E-5
AvgOfStddevsOfTESTAvgPredTimes_BMOverDsetFolds:,0.03342352342129561,0.0029082272404958053,3.0563824619913086E-4,7.453559924999299E-6
StddevsOfTESTAvgPredTimes_BMRanksOverDsets:,0.0,0.0,0.0,0.0

TrainTimes_BM:TRAINTrainTimes_BM,RandF500,RandF,TunedC45,C45
AvgTRAINTrainTimes_BMOverDsets:,-1076.5964166666665,-50.580600000000004,-41.314899999999994,-19.261966666666666
AvgTRAINTrainTimes_BMRankOverDsets:,1.0,2.1666666666666665,3.1666666666666665,3.6666666666666665
StddevOfTRAINTrainTimes_BMOverDsets:,1982.4021428247129,78.68300540891914,75.26164429867315,37.17134459734631
AvgOfStddevsOfTRAINTrainTimes_BMOverDsetFolds:,237.92556734876587,11.507526471362887,0.2596716493992127,4.7240537381611825
StddevsOfTRAINTrainTimes_BMRanksOverDsets:,0.0,0.408248290463863,0.752772652709081,0.5163977794943222

MaxMemory:TESTMaxMemory,C45,RandF,TunedC45,RandF500
AvgTESTMaxMemoryOverDsets:,0.0,0.0,8.325689333333333,16.292642666666666
AvgTESTMaxMemoryRankOverDsets:,2.1666666666666665,2.1666666666666665,2.75,2.9166666666666665
StddevOfTESTMaxMemoryOverDsets:,0.0,0.0,13.038294645099851,25.805415857534236
AvgOfStddevsOfTESTMaxMemoryOverDsetFolds:,3.8072336883300917,3.4349869535793083,1.8179166380370704,6.881989573674763
StddevsOfTESTMaxMemoryRanksOverDsets:,0.408248290463863,0.408248290463863,0.689202437604511,0.8612007121842542

ExtraTimeForEst:  MISSING

BuildAndEstTimes:  MISSING

AvgPredTimes:TESTAvgPredTimes,TunedC45,C45,RandF,RandF500
AvgTESTAvgPredTimesOverDsets:,1.1666666666666668E-4,8.333333333333334E-4,0.004166666666666667,0.09902500000000002
AvgTESTAvgPredTimesRankOverDsets:,1.0,2.0,3.0,4.0
StddevOfTESTAvgPredTimesOverDsets:,4.0824829046386304E-5,0.001017185659880568,0.003982294146175879,0.049019116169102844
AvgOfStddevsOfTESTAvgPredTimesOverDsetFolds:,7.453559924999299E-6,3.0563824619913086E-4,0.0029082272404958053,0.03342352342129561
StddevsOfTESTAvgPredTimesRanksOverDsets:,0.0,0.0,0.0,0.0

TrainTimes:TRAINTrainTimes,C45,TunedC45,RandF,RandF500
AvgTRAINTrainTimesOverDsets:,19.261966666666666,41.314899999999994,50.580600000000004,1076.5964166666665
AvgTRAINTrainTimesRankOverDsets:,1.3333333333333333,1.8333333333333333,2.8333333333333335,4.0
StddevOfTRAINTrainTimesOverDsets:,37.17134459734631,75.26164429867315,78.68300540891914,1982.4021428247129
