RandF500,RandF,TunedC45,C45
0.6663512714370199,0.5992903607332944,0.5862329982259025,0.5821880544056774
0.8899568760325949,0.8773445156954438,0.8467685027022485,0.8467685027022485
0.9018176245210746,0.7842091954023,0.6540620689655173,0.6104137931034586
0.8593174261090202,0.8379231887756697,0.721471063786435,0.7121826379567826
1.0,0.995455721753532,0.9811914497179233,0.9811914497179233
0.9898387266786127,0.976515231369242,0.9014967850743121,0.9014967850743121
