RandF500,C45,TunedC45,RandF
0.6252552730139956,0.6506682436428148,0.6471594717129904,0.6080504632367436
0.7357264957264957,0.6931623931623931,0.6931623931623931,0.7394871794871796
0.6367427203065134,0.6488498084291188,0.6458869731800767,0.6109553639846743
0.5601851851851852,0.4773148148148148,0.4796296296296296,0.5259259259259259
0.9899280575539569,0.9669064748201439,0.9669064748201439,0.9553956834532376
0.9490302519236853,0.9348160640876989,0.9348160640876989,0.9418678191209023
