RandF500,RandF,TunedC45,C45
0.7550802139037434,0.746524064171123,0.774331550802139,0.7796791443850268
0.7492537313432835,0.7492537313432835,0.7194029850746269,0.7194029850746269
0.898982750995135,0.8922600619195047,0.8974789915966387,0.8909332153914198
0.7731629392971247,0.7258785942492013,0.6619808306709265,0.6587859424920127
0.9899280575539569,0.9553956834532376,0.9669064748201439,0.9669064748201439
0.9557894736842105,0.9501754385964911,0.9403508771929824,0.9403508771929824
