RandF500,TunedC45,RandF,C45
-0.908891835570896,-0.7098055418585598,-1.0048430592935076,-0.7236811350570996
-0.8444255463148215,-1.0686525704846013,-0.9141933900433916,-1.0686525704846013
-0.3306547547658305,-0.39760742965619056,-0.38167658199185184,-0.5462145053949655
-1.0760778845995247,-1.2769387345458982,-1.1094321834071312,-1.3934934788277782
-0.2583646220817813,-0.0957948461073224,-0.2833243807588492,-0.0957948461073224
-0.18032993875975553,-0.373734862635051,-0.18873909371781095,-0.373734862635051
